"CatalogueNumber","North","East","L","Depth (low)","FS No.","S No.","Description"
"1843","","","10","54.9","","16","Water Screen debitage"
"1843","299","301","10","54.9",,"16","Water Screen Debitage"
"1843","299","301","10","54.9",,"16","Water Screen Debitage"
"1844","","","11","55.0","","17","Water Screen debitage"
"1844","299","301","11","55.0",,"17","Water Screen Debitage"
"1844","299","301","11","55.0",,"17","Water Screen Debitage"
"1845","","","12","55.1","","18","Water Screen debitage"
"1845","299","301","12","55.1",,"18","Water Screen Debitage"
"1845","299","301","12","55.1",,"18","Water Screen Debitage"
"1846","","","13","55.2","","19","Water Screen debitage"
"1846","299","301","13","55.2",,"19","Water Screen Debitage"
"1846","299","301","13","55.2",,"19","Water Screen Debitage"
"1847","","","14","55.3","","20","Water Screen debitage"
"1847","299","301","14","55.3",,"20","Water Screen Debitage"
"1847","299","301","14","55.3",,"20","Water Screen Debitage"
"1848","","","15","55.42","","21","Water Screen debitage"
"1848","299","301","15","55.42",,"21","Water Screen Debitage"
"1848","299","301","15","55.42",,"21","Water Screen Debitage"
"1849","299","302","1","54.3","","1","Water Screen debitage"
"1849","299","302","1","54.3",,"1","Water Screen Debitage"
"1849","299","302","1","54.3",,"1","Water Screen Debitage"
"1850","","","2","54.4","","2","Water Screen debitage"
"1850","299","302","2","54.4",,"2","Water Screen Debitage"
"1850","299","302","2","54.4",,"2","Water Screen Debitage"
"1851","299","302","3","54.5","","3","Water Screen Debitage"
"1851","299","302","3","54.5",,"3","Water Screen Debitage"
"1851","299","302","3","54.5","","3","water sewer debitage"
"1852","cont","cont","4","54.6","","4","Water Screen Debitage"
"1852","299","302","4","54.6",,"4","Water Screen Debitage"
"1852","299","302","4","54.6","","4","water sewer debitage"
"1853","","","5","54.7","","5","Water Screen Debitage"
"1853","299","302","5","54.7",,"5","Water Screen Debitage"
"1853","299","302","5","54.7","","5","water sewer debitage"
"1854","","","6","54.8","","6","Water Screen Debitage"
"1854","299","302","6","54.8",,"6","Water Screen Debitage"
"1854","299","302","6","54.8","","6","water sewer debitage"
"1855","","","7","54.9","","7","Water Screen Debitage"
"1855","299","302","7","54.9",,"7","Water Screen Debitage"
"1855","299","302","7","54.9","","7","water sewer debitage"
"1856","","","8","55.0","","8","Water Screen Debitage"
"1856","299","302","8","55.0",,"8","Water Screen Debitage"
"1856","299","302","8","55.0","","8","water sewer debitage"
"1857","","","9","55.1","","9","Water Screen Debitage"
"1857","299","302","9","55.1",,"9","Water Screen Debitage"
"1857","299","302","9","55.1","","9","water sewer debitage"
"1858","","","10","55.2","","10","Water Screen Debitage"
"1858","299","302","10","55.2",,"10","Water Screen Debitage"
"1858","299","302","10","55.2","","10","water sewer debitage"
"1859","","","11","55.3","","11","Water Screen Debitage"
"1859","299","302","11","55.3",,"11","Water Screen Debitage"
"1859","299","302","11","55.3","","11","water sewer debitage"
"1860","","","12","55.4","","12","Water Screen Debitage"
"1860","299","302","12","55.4",,"12","Water Screen Debitage"
"1860","299","302","12","55.4","","12","water sewer debitage"
"1861","","","13","55.5","","13","Water Screen Debitage"
"1861","299","302","13","55.5",,"13","Water Screen Debitage"
"1861","299","302","13","55.5","","13","water sewer debitage"
"1862","","","14","55.61","","14","Water Screen Debitage"
"1862","299","302","14","55.61",,"14","Water Screen Debitage"
"1862","299","302","14","55.61","","14","water sewer debitage"
"1863","299","303","2","54.4","","1","Water Screen Debitage"
"1863","299","303","2","54.4",,"1","Water Screen Debitage"
"1863","299","303","2","54.4","","1","water sewer debitage"
"1864","","","3","54.5","","2","Water Screen Debitage"
"1864","299","303","3","54.5",,"2","Water Screen Debitage"
"1864","299","302","3","54.5","","2","water sewer debitage"
"1865","","","5","54.6","","3","Water Screen Debitage"
"1865","299","303","5","54.6",,"3","Water Screen Debitage"
"1865","299","302","5","54.6","","3","water sewer debitage"
"1866","","","6","54.7","","4","Water Screen Debitage"
"1866","299","303","6","54.7",,"4","Water Screen Debitage"
"1866","299","302","6","54.7","","4","water sewer debitage"
"1867","","","7","54.8","","5","Water Screen Debitage"
"1867","299","303","7","54.8",,"5","Water Screen Debitage"
"1867","299","302","7","54.8","","5","water sewer debitage"
"1868","","","8","54.9","","6","Water Screen Debitage"
"1868","299","303","8","54.9",,"6","Water Screen Debitage"
"1868","299","302","8","54.9","","6","water sewer debitage"
"1869","","","9","55.0","","7","Water Screen Debitage"
"1869","299","303","9","55.0",,"7","Water Screen Debitage"
"1869","299","302","9","55.0","","7","water sewer debitage"
"1870","","","10","55.1","","8","Water Screen Debitage"
"1870","299","303","10","55.1",,"8","Water Screen Debitage"
"1870","299","302","10","55.1","","8","water sewer debitage"
"1871","","","11","55.2","","9","Water Screen Debitage"
"1871","299","303","11","55.2",,"9","Water Screen Debitage"
"1871","299","302","11","55.2","","9","water sewer debitage"
"1872","","","12","55.3","","10","Water Screen Debitage"
"1872","299","303","12","55.3",,"10","Water Screen Debitage"
"1872","299","302","12","55.3","","10","water sewer debitage"
"1873","","","13","55.4","","11","Water Screen Debitage"
"1873","299","303","13","55.4",,"11","Water Screen Debitage"
"1873","299","302","13","55.4","","11","water sewer debitage"
"1874","","","14","55.5","","12","Water Screen Debitage"
"1874","299","303","14","55.5",,"12","Water Screen Debitage"
"1874","299","302","14","55.5","","12","water sewer debitage"
"1875","","","15","55.64","","13","Water Screen Debitage"
"1875","299","303","15","55.64",,"13","Water Screen Debitage"
"1875","299","302","15","55.64","","13","water sewer debitage"
"3316","302","306","6","55.4","19","","chiptool - out of sequence"
"3316","302","306","6","55.4","19","","Chiptool"
"1876","299","305","2","54.8","","1","Water Screen Debitage"
"1876","299","305","2","54.8",,"1","Water Screen Debitage"
"1876","299","305","2","54.8","","1","Water screen debitage"
"1877","","","3","54.9","","2","Water Screen Debitage"
"1877","299","305","3","54.9",,"2","Water Screen Debitage"
"1877","299","305","3","54.9","","2","Water screen debitage"
"1878","","","4","55.0","","4","Water Screen Debitage"
"1878","299","305","4","55.0",,"4","Water Screen Debitage"
"1878","299","305","4","55.0","","4","Water screen debitage"
"1879","","","5","55.1","","5","Water Screen Debitage"
"1879","299","305","5","55.1",,"5","Water Screen Debitage"
"1879","299","305","5","55.1","","5","Water screen debitage"
"1880","","","6","55.2","","6","Water Screen Debitage"
"1880","299","305","6","55.2",,"6","Water Screen Debitage"
"1880","299","305","6","55.2","","6","Water screen debitage"
"1881","","","7","55.3","","7","Water Screen Debitage"
"1881","299","305","7","55.3",,"7","Water Screen Debitage"
"1881","299","305","7","55.3","","7","Water screen debitage"
"1882","","","8","55.4","","8","Water Screen Debitage"
"1882","299","305","8","55.4",,"8","Water Screen Debitage"
"1882","299","305","8","55.4","","8","Water screen debitage"
"1883","","","9","55.5","","9","Water Screen Debitage"
"1883","299","305","9","55.5",,"9","Water Screen Debitage"
"1883","299","305","9","55.5","","9","Water screen debitage"
"1884","","","10","55.6","","10","Water Screen Debitage"
"1884","299","305","10","55.6",,"10","Water Screen Debitage"
"1884","299","305","10","55.6","","10","Water screen debitage"
"1885","","","11","55.7","","11","Water Screen Debitage"
"1885","299","305","11","55.7",,"11","Water Screen Debitage"
"1885","299","305","11","55.7","","11","Water screen debitage"
"1886","","","12","55.8","","12","Water Screen Debitage"
"1886","299","305","12","55.8",,"12","Water Screen Debitage"
"1886","299","305","12","55.8","","12","Water screen debitage"
"1887","","","13","56.04","","13","Water Screen Debitage"
"1887","299","305","13","56.04",,"13","Water Screen Debitage"
"1887","299","305","13","56.04","","13","Water screen debitage"
"1888","299","306","4","55.1","","3","Water Screen Debitage"
"1888","299","306","4","55.1",,"3","Water Screen Debitage"
"1888","299","306","4","55.1","","3","Water screen debitage"
"1889","","","5","55.2","","4","Water Screen Debitage"
"1889","299","306","5","55.2",,"4","Water Screen Debitage"
"1889","299","305","5","55.2","","4","Water screen debitage"
"1890","","","6","55.3","","5","Water Screen Debitage"
"1890","299","306","6","55.3",,"5","Water Screen Debitage"
"1890","299","305","6","55.3","","5","Water screen debitage"
"1891","","","7","55.4","","6","Water Screen Debitage"
"1891","299","306","7","55.4",,"6","Water Screen Debitage"
"1891","299","305","7","55.4","","6","Water screen debitage"
"1892","","","8","55.5","","7","Water Screen Debitage"
"1892","299","306","8","55.5",,"7","Water Screen Debitage"
"1892","299","305","8","55.5","","7","Water screen debitage"
"1893","","","9","55.6","","8","Water Screen Debitage"
"1893","299","306","9","55.6",,"8","Water Screen Debitage"
"1893","299","305","9","55.6","","8","Water screen debitage"
"1894","","","10","55.7","","9","Water Screen Debitage"
"1894","299","306","10","55.7",,"9","Water Screen Debitage"
"1894","299","305","10","55.7","","9","Water screen debitage"
"1895","","","11","55.8","","10","Water Screen Debitage"
"1895","299","306","11","55.8",,"10","Water Screen Debitage"
"1895","299","305","11","55.8","","10","Water screen debitage"
"1896","","","12","55.9","","12","Water Screen Debitage"
"1896","299","306","12","55.9",,"12","Water Screen Debitage"
"1896","299","305","12","55.9","","12","Water screen debitage"
"1897","","","13","56.0","","13","Water Screen Debitage"
"1897","299","306","13","56.0",,"13","Water Screen Debitage"
"1897","299","305","13","55.10","","13","Water screen debitage"
"1898","","","14","56.13","","14","Water Screen Debitage"
"1898","299","306","14","56.13",,"14","Water Screen Debitage"
"1898","299","305","14","56.13","","14","Water screen debitage"
"1899","300","300","5","54.4","","5","Water Screen Debitage"
"1899","300","300","5","54.4",,"5","Water Screen Debitage"
"1899","300","305","5","54.4","","5","Water screen debitage"
"1900","","","6","54.5","","7","Water Screen Debitage"
"1900","300","300","6","54.5",,"7","Water Screen Debitage"
"1900","299","299","6","54.5","","7","Water screen debitage"
"*1903","","","9.1","54.7","","15","Water Screen Debitage"
"*S# out of sequence","","","","","","",""
"*S# out of sequence","","","","","","",""
"*S# out of sequence","","","","","","",""
"1901","300","300","7","54.6","","9","Water Screen Debitage"
"1901","300","300","7","54.6","","9","Water Screen Debitage"
"1901","300","300","7","54.6","","9","water screen debitage"
"1902","cont","cont","8.1","54.7","","11","Water Screen Debitage"
"1902","300","300","8.1","54.7","","11","Water Screen Debitage"
"1902","300","300","8.1","54.7","","11","water screen debitage"
"1904","","","10","54.8","","14","Water Screen Debitage"
"1904","300","300","10","54.8","","14","Water Screen Debitage"
"1904","300","300","10","54.8","","14","water screen debitage"
"1905","","","11","54.9","","16","Water Screen Debitage"
"1905","300","300","11","54.9","","16","Water Screen Debitage"
"1905","300","300","11","54.9","","16","water screen debitage"
"1906","","","12","55.0","","17","Water Screen Debitage"
"1906","300","300","12","55.0","","17","Water Screen Debitage"
"1906","300","300","12","55.0","","17","water screen debitage"
"1907","","","13","55.1","","18","Water Screen Debitage"
"1907","300","300","13","55.1","","18","Water Screen Debitage"
"1907","300","300","13","55.1","","18","water screen debitage"
"1908","","","14","55.2","","19","Water Screen Debitage"
"1908","300","300","14","55.2","","19","Water Screen Debitage"
"1908","300","300","14","55.2","","19","water screen debitage"
"1909","","","15","55.35","","21","Water Screen Debitage"
"1909","300","300","15","55.35","","21","Water Screen Debitage"
"1909","300","300","15","55.35","","21","water screen debitage"
"1910","300","301","1","54.0","","1","Water Screen Debitage"
"1910","300","301","1","54.0","","1","Water Screen Debitage"
"1910","300","301","1","54.0","","1","water screen debitage"
"1911","","","2","54.1","","2","Water Screen Debitage"
"1911","300","301","2","54.1","","2","Water Screen Debitage"
"1911","300","300","2","54.1","","2","water screen debitage"
"1912","","","3","54.2","","3","Water Screen Debitage"
"1912","300","301","3","54.2","","3","Water Screen Debitage"
"1912","300","300","3","54.2","","3","water screen debitage"
"1913","","","4","54.3","","4","Water Screen Debitage"
"1913","300","301","4","54.3","","4","Water Screen Debitage"
"1913","300","300","4","54.3","","4","water screen debitage"
"1914","","","5","54.4","","5","Water Screen Debitage"
"1914","300","301","5","54.4","","5","Water Screen Debitage"
"1914","300","300","5","54.4","","5","water screen debitage"
"1915","","","6","54.5","","6","Water Screen Debitage"
"1915","300","301","6","54.5","","6","Water Screen Debitage"
"1915","300","300","6","54.5","","6","water screen debitage"
"1916","","","7","54.6","","7","Water Screen Debitage"
"1916","300","301","7","54.6","","7","Water Screen Debitage"
"1916","300","300","7","54.6","","7","water screen debitage"
"1917","","","8.1","54.7","","8","Water Screen Debitage"
"1917","300","301","8.1","54.7","","8","Water Screen Debitage"
"1917","300","300","8.1","54.7","","8","water screen debitage"
"1918","","","8.2","54.8","","9","Water Screen Debitage"
"1918","300","301","8.2","54.8","","9","Water Screen Debitage"
"1918","300","300","8.2","54.8","","9","water screen debitage"
"1919","","","9.1","54.7","","10","Water Screen Debitage"
"1919","300","301","9.1","54.7","","10","Water Screen Debitage"
"1919","300","300","9.1","54.7","","10","water screen debitage"
"1920","","","9.2","54.8","","12","Water Screen Debitage"
"1920","300","301","9.2","54.8","","12","Water Screen Debitage"
"1920","300","300","9.2","54.8","","12","water screen debitage"
"1921","","","10","54.9","","13","Water Screen Debitage"
"1921","300","301","10","54.9","","13","Water Screen Debitage"
"1921","300","300","10","54.9","","13","water screen debitage"
"1922","","","11","55.0","","14","Water Screen Debitage"
"1922","300","301","11","55.0","","14","Water Screen Debitage"
"1922","300","300","11","55.0","","14","water screen debitage"
"1923","","","12","55.1","","15","Water Screen Debitage"
"1923","300","301","12","55.1","","15","Water Screen Debitage"
"1923","300","300","12","55.1","","15","water screen debitage"
"1924","","","13","55.2","","16","Water Screen Debitage"
"1924","300","301","13","55.2","","16","Water Screen Debitage"
"1924","300","300","13","55.2","","16","water screen debitage"
"1925","","","14","55.45","","20","Water Screen Debitage"
"1925","300","301","14","55A5","","20","Water Screen Debitage"
"1925","300","300","14","55A5","","20","water screen debitage"
"1926","300","302","1","54.2","","1","Water Screen Debitage"
"1926","300","302","1","54.2",,"1","Water Screen Debitage"
"1926","300","302","1","54.2",,"1","Water Science ????"
"1927","","","2","54.3","","2","Water Screen Debitage"
"1927","300","302","2","54.3",,"2","Water Screen Debitage"
"1927",,,"2","54.3",,"2",
